Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality
1498,5905AEFB,,2,0,2,2,0,2,0,0,0,0,0.008051
1499,7D20FD0E,,1,0,1,1,0,1,0,0,0,0,0.002777
1500,7A71F6AA,,0,10,10,0,10,10,7,0.244526,0.314463,0,0
1501,5E7501F0,,0,1,1,0,1,1,1,1,1,0,0
1502,7EA48DCD,,1,1,2,1,1,2,2,0.571429,0.625,0,0.002777
1503,7F5431BE,,5,2,7,5,2,7,5,0.357143,0.419333,150,0.015133
1504,7CA03E8A,,2,0,2,2,0,2,0,0,0,0,0.005554
1505,80C6D90D,,0,1,1,0,1,1,1,1,1,0,0
1506,7884FC23,,4,0,4,4,0,4,0,0,0,0,0.036342
1507,78617E43,,0,2,2,0,2,2,3,0.5,0.633333,0,0
1508,814D030F,,2,6,8,2,6,8,5,0.417266,0.482471,329.633333,0.114355
1509,7C8DBDF7,,1,0,1,1,0,1,0,0,0,0,0.002777
1510,76853CFD,,2,1,3,2,1,3,7,0.255102,0.296048,56.066667,0.005554
1511,81279BFC,,1,4,5,1,4,5,5,0.346939,0.40098,51,0.002777
1512,7313C176,,1,0,1,1,0,1,0,0,0,0,0.002777
1513,8164F48C,,1,3,4,1,3,4,4,0.5,0.635417,21.493478,0.006187
1514,0C67395C,,0,3,3,0,3,3,4,0.402062,0.448718,0,0
1515,78C2C88B,,0,2,2,0,2,2,3,0.555556,0.666667,0,0
1516,071ABF33,,1,0,1,1,0,1,0,0,0,0,0.002777
1517,8144D00E,,0,3,3,0,3,3,4,0.428571,0.541667,0,0
1518,7D343D2D,,0,1,1,0,1,1,1,1,1,0,0
1519,7F2983A2,,0,1,1,0,1,1,2,0.571429,0.625,0,0
1520,80B7F873,,1,0,1,1,0,1,0,0,0,0,0.002777
1521,7B023A6E,,1,2,3,1,2,3,2,0.666667,0.75,6,0.004025
1522,806A4A2D,,0,2,2,0,2,2,2,0.75,0.833333,0,0
1523,7D60BD7D,,1,0,1,1,0,1,0,0,0,0,0.002777
1524,770AB7ED,,1,0,1,1,0,1,0,0,0,0,0.002777
1525,67110B27,,0,1,1,0,1,1,1,1,1,0,0
1526,7E636A72,,0,2,2,0,2,2,9,0.187943,0.247477,0,0
1527,80938E8B,,5,0,5,5,0,5,0,0,0,0,0.037275
1528,75718D5F,,1,1,2,1,1,2,1,1,1,10,0.008684
1529,0B01B117,,1,0,1,1,0,1,0,0,0,0,0.025103
1530,583DF9BB,,0,1,1,0,1,1,1,1,1,0,0
1531,5E453122,,3,4,7,3,4,7,8,0.218966,0.269938,328.302381,0.010828
1532,6BDD468C,,6,1,7,6,1,7,1,1,1,7,0.022903
1533,5B21D486,,0,1,1,0,1,1,1,1,1,0,0
1534,7FD70FDD,,1,3,4,1,3,4,6,0.290179,0.337179,55.333333,0.002777
1535,0015EF6A,,2,0,2,2,0,2,0,0,0,0,0.008605
1536,7D125BFF,,17,0,17,17,0,17,0,0,0,0,0.094378
1537,7DB31DDD,,3,0,3,3,0,3,0,0,0,0,0.012076
1538,811DC226,,2,6,8,2,6,8,2,0.875,0.928571,13.333333,0.008051
1539,78D6ACCF,,0,6,6,0,6,6,3,0.5,0.58,0,0
1540,75BC1FEF,,2,0,2,2,0,2,0,0,0,0,0.005554
1541,5EC4B4A2,,0,1,1,0,1,1,1,1,1,0,0
1542,03317C35,,0,1,1,0,1,1,2,0.666667,0.75,0,0
1543,8104831D,,2,1,3,2,1,3,1,1,1,2,0.005554
1544,7CFAB3E0,,1,6,7,1,6,7,3,0.619048,0.717949,11,0.002777
1545,597E0566,,1,0,1,1,0,1,0,0,0,0,0.002777
1546,81197349,,0,9,9,0,9,9,6,0.28355,0.335878,0,0
1547,77DCDDA3,,1,0,1,1,0,1,0,0,0,0,0.004025
1548,7FF3BFC1,,0,3,3,0,3,3,6,0.285714,0.360985,0,0
1549,7FEB25F8,,2,0,2,2,0,2,0,0,0,0,0.005554
1550,0BF01780,,1,0,1,1,0,1,0,0,0,0,0.002777
1551,7C20D8BE,,0,5,5,0,5,5,7,0.248988,0.293728,0,0
1552,7BF0668A,,6,3,9,6,3,9,3,0.583333,0.690476,30.833333,0.030295
1553,7BA358FC,,0,2,2,0,2,2,5,0.375,0.465556,0,0
1554,7ECAB6DA,,1,0,1,1,0,1,0,0,0,0,0.002777
1555,7EA0876F,,1,4,5,1,4,5,2,0.666667,0.75,11.333333,0.004025
1556,783A95C1,,0,1,1,0,1,1,4,0.357143,0.466667,0,0
1557,750E074B,,4,5,9,4,5,9,6,0.316832,0.419792,227.75,0.015408
1558,14577C9C,,0,1,1,0,1,1,4,0.375,0.472222,0,0
1559,5AD49F05,,1,3,4,1,3,4,5,0.318182,0.389286,1.5,0.002777
1560,773AAE7B,,1,4,5,1,4,5,2,0.666667,0.75,8,0.002777
1561,78740D73,,1,0,1,1,0,1,0,0,0,0,0.018214
1562,80DB8F34,,0,3,3,0,3,3,2,0.8,0.875,0,0
1563,7601A2AB,,0,2,2,0,2,2,4,0.433333,0.512821,0,0
1564,7827D36B,,0,3,3,0,3,3,4,0.395349,0.490196,0,0
1565,80EF5138,,0,2,2,0,2,2,2,0.75,0.833333,0,0
1566,7F3CF2AF,,17,2,19,17,2,19,1,1,1,323.771429,0.800465
1567,7780380E,,3,0,3,3,0,3,0,0,0,0,0.009579
1568,79D4621D,,0,5,5,0,5,5,3,0.590909,0.679487,0,0
1569,5E9D537A,,0,1,1,0,1,1,1,1,1,0,0
1570,7846A725,,0,4,4,0,4,4,2,0.7,0.785714,0,0
1571,5E486F28,,0,1,1,0,1,1,4,0.375,0.472222,0,0
1572,80192482,,0,2,2,0,2,2,1,1,1,0,0
1573,7E0F0E4A,,15,7,22,15,7,22,5,0.398058,0.491463,2589.344469,0.327899
1574,75417BCD,,2,4,6,2,4,6,3,0.6,0.703704,9.5,0.008051
1575,841A0C13,,0,2,2,0,2,2,2,0.625,0.7,0,0
1576,7AF62A16,,0,4,4,0,4,4,2,0.75,0.833333,0,0
1577,808B18AA,,0,2,2,0,2,2,5,0.354839,0.468182,0,0
1578,04A7309B,,2,0,2,2,0,2,0,0,0,0,0.020191
1579,7EFFDEE3,,3,14,17,3,14,17,8,0.264228,0.363242,77.625187,0.010828
1580,6FA7DE6A,,1,0,1,1,0,1,0,0,0,0,0.002777
1581,7F9B81D7,,1,2,3,1,2,3,3,0.5,0.583333,8,0.002777
1582,802C9FA4,,0,1,1,0,1,1,1,1,1,0,0
1583,7E9815DE,,2,2,4,2,2,4,1,1,1,3,0.005554
1584,80A976F4,,0,2,2,0,2,2,4,0.34,0.416667,0,0
1585,7CFE8B0C,,0,1,1,0,1,1,1,1,1,0,0
1586,80513669,,0,1,1,0,1,1,2,0.666667,0.75,0,0
1587,7E12C9CA,,1,0,1,1,0,1,0,0,0,0,0.004303
1588,7F268752,,3,0,3,3,0,3,0,0,0,0,0.251317
1589,751C10B2,,1,3,4,1,3,4,6,0.310705,0.358123,1.033333,0.002777
1590,806D3ECC,,0,1,1,0,1,1,1,1,1,0,0
1591,7767012C,,1,2,3,1,2,3,1,1,1,0,0.002777
1592,7F38F9A4,,1,2,3,1,2,3,5,0.295775,0.371429,16,0.002777
1593,7D6E186D,,1,1,2,1,1,2,6,0.241611,0.274537,35,0.002777
1594,788F6560,,0,2,2,0,2,2,6,0.261538,0.298529,0,0
1595,7FF97154,,0,2,2,0,2,2,1,1,1,0,0
1596,80ACFB55,,0,2,2,0,2,2,6,0.308483,0.350972,0,0
1597,7FA065D8,,20,4,24,20,4,24,4,0.47619,0.633333,110.74359,0.084528
1598,7DC48B6A,,0,2,2,0,2,2,4,0.361111,0.442308,0,0
1599,7F0A7E70,,0,4,4,0,4,4,4,0.461538,0.550926,0,0
1600,767A3B64,,0,1,1,0,1,1,5,0.309524,0.364103,0,0
1601,7F696A36,,1,0,1,1,0,1,0,0,0,0,0.002777
1602,7CF15BEE,,1,2,3,1,2,3,6,0.295455,0.350427,137,0.00458
1603,782376F1,,1,0,1,1,0,1,0,0,0,0,0.002777
1604,5B5287A2,,2,0,2,2,0,2,0,0,0,0,0.013852
1605,58EE372D,,0,1,1,0,1,1,1,1,1,0,0
1606,7D6D60C9,,1,0,1,1,0,1,0,0,0,0,0.004025
1607,0B90A9BB,,1,3,4,1,3,4,7,0.254098,0.296736,1.166667,0.002777
1608,77D1D253,,2,0,2,2,0,2,0,0,0,0,0.005554
1609,046D400F,,1,0,1,1,0,1,0,0,0,0,0.002777
1610,7FEBBA90,,0,1,1,0,1,1,1,1,1,0,0
1611,81712420,,4,1,5,4,1,5,4,0.351351,0.403846,22.666667,0.016428
1612,7D630F8D,,1,1,2,1,1,2,3,0.407407,0.454545,6,0.002777
1613,7E756CDB,,0,1,1,0,1,1,1,1,1,0,0
1614,7D2FB7E4,,0,1,1,0,1,1,1,1,1,0,0
1615,5E0F3DBC,,1,1,2,1,1,2,2,0.666667,0.75,0,0.018736
1616,797461DE,,4,1,5,4,1,5,4,0.326531,0.380208,52.833333,0.014853
1617,7888D871,,1,1,2,1,1,2,4,0.413793,0.472222,12,0.002777
1618,77EFB1A7,,1,0,1,1,0,1,0,0,0,0,0.002777
1619,7B331816,,1,0,1,1,0,1,0,0,0,0,0.002777
1620,7667BD85,,0,1,1,0,1,1,3,0.454545,0.533333,0,0
1621,7FE0126E,,0,1,1,0,1,1,1,1,1,0,0
1622,76DB6203,,0,1,1,0,1,1,1,1,1,0,0
1623,7BD32C46,,0,4,4,0,4,4,3,0.583333,0.738095,0,0
1624,7A8BE763,,1,0,1,1,0,1,0,0,0,0,0.004025
1625,7CF2BE9D,,0,2,2,0,2,2,5,0.369565,0.45,0,0
1626,7D48DD13,,0,2,2,0,2,2,3,0.466667,0.571429,0,0
1627,7DF4A78D,,0,1,1,0,1,1,6,0.290076,0.333333,0,0
1628,79E7EC37,,0,3,3,0,3,3,2,0.8,0.875,0,0
1629,7EE0AE9F,,0,1,1,0,1,1,2,0.666667,0.75,0,0
1630,80F721EC,,0,1,1,0,1,1,2,0.666667,0.75,0,0
1631,0B80C05B,,0,1,1,0,1,1,1,1,1,0,0
1632,80D41112,,1,0,1,1,0,1,0,0,0,0,0.002777
1633,7F0CA8F0,,1,0,1,1,0,1,0,0,0,0,0.056179
1634,7A07AD20,,1,1,2,1,1,2,1,1,1,1,0.002777
1635,7CD12547,,0,4,4,0,4,4,3,0.470588,0.5625,0,0
1636,5E1DDE8E,,0,1,1,0,1,1,1,1,1,0,0
1637,76900AAA,,0,2,2,0,2,2,6,0.310945,0.3536,0,0
1638,0C25F02C,,1,0,1,1,0,1,0,0,0,0,0.002777
1639,7CFDFAD0,,0,1,1,0,1,1,1,1,1,0,0
1640,81512F8F,,0,1,1,0,1,1,7,0.253472,0.277299,0,0
1641,7F818222,,15,1,16,15,1,16,1,1,1,117.766667,0.113793
1642,7E06D3B3,,1,1,2,1,1,2,5,0.287234,0.325926,0,0.002777
1643,5C70BD0E,,2,0,2,2,0,2,0,0,0,0,0.116851
1644,596178A8,,0,2,2,0,2,2,2,0.75,0.833333,0,0
1645,758A2C38,,3,4,7,3,4,7,2,0.666667,0.75,172.666667,0.02031
1646,7FF24D72,,3,2,5,3,2,5,1,1,1,23.5,0.01915
1647,5A5BA7DE,,4,1,5,4,1,5,2,0.666667,0.75,3,0.020678
1648,75B77F27,,1,2,3,1,2,3,1,1,1,2,0.002777
1649,5F7BB055,,32,0,32,32,0,32,0,0,0,0,0.500317
1650,7BB5C886,,0,1,1,0,1,1,1,1,1,0,0
1651,7BEED1D8,,0,4,4,0,4,4,2,0.833333,0.9,0,0
1652,7E4D578A,,2,3,5,2,3,5,7,0.243714,0.275888,127.166667,0.005554
1653,806D9E08,,0,1,1,0,1,1,1,1,1,0,0
1654,7EBF0369,,1,4,5,1,4,5,4,0.47619,0.633333,8.5,0.005274
1655,773A4194,,2,2,4,2,2,4,1,1,1,2.5,0.006802
1656,7F1E9342,,3,0,3,3,0,3,0,0,0,0,0.015405
1657,7CE9E1AF,,1,4,5,1,4,5,3,0.535714,0.611111,0.25,0.002777
1658,7F9E2BD7,,2,0,2,2,0,2,0,0,0,0,0.018418
1659,816C706E,,1,2,3,1,2,3,4,0.428571,0.506944,4,0.002777
1660,7C087537,,1,0,1,1,0,1,0,0,0,0,0.002777
1661,5CA48EE4,,1,0,1,1,0,1,0,0,0,0,0.002777
1662,6DCAD355,,1,2,3,1,2,3,4,0.368421,0.446429,10,0.002777
1663,064BAFBF,,0,4,4,0,4,4,3,0.5,0.621212,0,0
1664,80F372D5,,1,2,3,1,2,3,2,0.75,0.833333,3,0.002777
1665,7F9FC5C6,,2,6,8,2,6,8,5,0.343096,0.402439,94.68254,0.005554
1666,78F8B732,,0,1,1,0,1,1,3,0.428571,0.5,0,0
1667,5EB237CF,,4,0,4,4,0,4,0,0,0,0,0.012356
1668,7B025063,,0,2,2,0,2,2,2,0.583333,0.642857,0,0
1669,7C9C9D63,,2,0,2,2,0,2,0,0,0,0,0.006802
1670,752B86B3,,2,0,2,2,0,2,0,0,0,0,0.005554
1671,8072A1AB,,0,2,2,0,2,2,1,1,1,0,0
1672,7AF9BA9C,,1,0,1,1,0,1,0,0,0,0,0.002777
1673,7D2B08A1,,3,2,5,3,2,5,1,1,1,6,0.008331
1674,7DDD7E06,,1,0,1,1,0,1,0,0,0,0,0.002777
1675,7A016082,,0,4,4,0,4,4,5,0.33871,0.453175,0,0
1676,800C762D,,1,0,1,1,0,1,0,0,0,0,0.002777
1677,7D28EBAC,,1,0,1,1,0,1,0,0,0,0,0.010846
1678,7FB4CC18,,0,1,1,0,1,1,1,1,1,0,0
1679,5FE2D5F8,,0,1,1,0,1,1,4,0.413793,0.472222,0,0
1680,7AC21093,,1,2,3,1,2,3,1,1,1,0,0.002777
1681,6166C9B9,,7,0,7,7,0,7,0,0,0,0,0.18035
1682,80B3B988,,2,0,2,2,0,2,0,0,0,0,0.005554
1683,798B1ABD,,0,1,1,0,1,1,2,0.666667,0.75,0,0
1684,80BD2F35,,0,1,1,0,1,1,1,1,1,0,0
1685,75BA083B,,0,2,2,0,2,2,6,0.3,0.351852,0,0
1686,7FFF112A,,0,8,8,0,8,8,5,0.34153,0.399333,0,0
1687,7B6DDE7A,,1,1,2,1,1,2,7,0.259414,0.294393,51.697619,0.002777
1688,78353E68,,0,1,1,0,1,1,1,1,1,0,0
1689,781DD362,,0,1,1,0,1,1,1,1,1,0,0
1690,7F37ED65,,1,2,3,1,2,3,1,1,1,1.5,0.002777
1691,0C22EC6B,,1,0,1,1,0,1,0,0,0,0,0.002777
1692,7EEB27ED,,6,2,8,6,2,8,5,0.36,0.498148,136.539377,0.101995
1693,5DA7A754,,2,1,3,2,1,3,3,0.407407,0.454545,11,0.005554
1694,75D2B6E3,,0,13,13,0,13,13,8,0.276224,0.413984,0,0
1695,792BF795,,1,0,1,1,0,1,0,0,0,0,0.002777
1696,84E5812A,,1,0,1,1,0,1,0,0,0,0,0.002777
1697,7ED41323,,6,2,8,6,2,8,1,1,1,16.5,0.022264
1698,7B9B961C,,0,9,9,0,9,9,4,0.478261,0.632576,0,0
1699,7A22AB70,,1,1,2,1,1,2,3,0.5,0.611111,3,0.002777
1700,8114FC17,,7,1,8,7,1,8,6,0.306701,0.345518,945,0.023184
1701,80DCE504,,1,0,1,1,0,1,0,0,0,0,0.002777
1702,775D9CB7,,0,3,3,0,3,3,4,0.389831,0.456522,0,0
1703,7ECD6C61,,0,1,1,0,1,1,4,0.413793,0.472222,0,0
1704,7E144371,,5,9,14,5,9,14,5,0.381579,0.467529,279.975397,0.017907
1705,5C60ECF7,,1,0,1,1,0,1,0,0,0,0,0.002777
1706,5CD947A2,,2,2,4,2,2,4,2,0.666667,0.75,0.583333,0.013581
1707,7ACE9AAE,,1,0,1,1,0,1,0,0,0,0,0.002777
1708,7A5D3A81,,1,0,1,1,0,1,0,0,0,0,0.002777
1709,7F1C3888,,56,1,57,56,1,57,1,1,1,158.583333,0.29226
1710,7F7CBE28,,0,1,1,0,1,1,5,0.359551,0.405729,0,0
1711,8099482C,,0,2,2,0,2,2,1,1,1,0,0
1712,75BF84DE,,0,1,1,0,1,1,4,0.326531,0.380208,0,0
1713,7B8FCBA2,,1,0,1,1,0,1,0,0,0,0,0.002777
1714,7B8348C2,,0,1,1,0,1,1,4,0.4,0.520833,0,0
1715,7B16A8C1,,0,1,1,0,1,1,2,0.6,0.666667,0,0
1716,59C4505E,,0,1,1,0,1,1,1,1,1,0,0
1717,7D418E27,,1,0,1,1,0,1,0,0,0,0,0.002777
1718,7F1E70C2,,2,0,2,2,0,2,0,0,0,0,0.009576
1719,7EF84452,,1,1,2,1,1,2,1,1,1,1,0.002777
1720,05431BC5,,1,0,1,1,0,1,0,0,0,0,0.002777
1721,766DEF7A,,3,5,8,3,5,8,5,0.34375,0.406818,109.15,0.012076
1722,78ABA58D,,2,2,4,2,2,4,1,1,1,6,0.006802
1723,7E29012B,,1,0,1,1,0,1,0,0,0,0,0.002777
1724,239D9D42,,0,1,1,0,1,1,1,1,1,0,0
1725,7B86262A,,0,2,2,0,2,2,5,0.325581,0.409524,0,0
1726,81847B07,,0,2,2,0,2,2,6,0.309091,0.352521,0,0
1727,79730D3E,,0,2,2,0,2,2,2,0.666667,0.75,0,0
1728,80F7104C,,0,1,1,0,1,1,3,0.4,0.444444,0,0
1729,6FEFAEDD,,0,1,1,0,1,1,1,1,1,0,0
1730,7927DE32,,0,1,1,0,1,1,1,1,1,0,0
1731,802ED99E,,2,1,3,2,1,3,1,1,1,1,0.005554
1732,76EF54E9,,2,4,6,2,4,6,1,1,1,4,0.005554
1733,7EBA7FB7,,10,7,17,10,7,17,2,0.769231,0.85,1777.394048,0.142995
1734,75A726FD,,6,0,6,6,0,6,0,0,0,0,0.025996
1735,5E34CCD0,,0,1,1,0,1,1,5,0.293103,0.344118,0,0
1736,7672EF04,,1,2,3,1,2,3,1,1,1,0,0.002777
1737,7A39C92D,,3,2,5,3,2,5,3,0.5,0.633333,15,0.008331
1738,7F58D32B,,0,2,2,0,2,2,5,0.316667,0.385088,0,0
1739,79C45CB6,,0,1,1,0,1,1,1,1,1,0,0
1740,7EEA3772,,2,8,10,2,8,10,3,0.555556,0.666667,63.166667,0.008051
1741,7F504916,,4,3,7,4,3,7,3,0.5,0.583333,42.642857,0.02188
1742,7EB32208,,0,2,2,0,2,2,8,0.210435,0.24938,0,0
1743,7CD6474A,,0,1,1,0,1,1,1,1,1,0,0
1744,81262D6D,,0,1,1,0,1,1,1,1,1,0,0
1745,5D7EA4EE,,1,0,1,1,0,1,0,0,0,0,0.002777
1746,5D690D1B,,0,1,1,0,1,1,2,0.666667,0.75,0,0
1747,5F36B71C,,2,1,3,2,1,3,1,1,1,1,0.005554
1748,806A71F0,,0,1,1,0,1,1,2,0.571429,0.625,0,0
1749,7F468886,,0,3,3,0,3,3,2,0.636364,0.714286,0,0
1750,81224474,,1,0,1,1,0,1,0,0,0,0,0.002777
1751,7D44F138,,0,2,2,0,2,2,1,1,1,0,0
1752,7698D6DC,,11,4,15,11,4,15,6,0.275,0.307713,632.35,0.033043
1753,806FCC7F,,0,1,1,0,1,1,1,1,1,0,0
1754,058714FA,,0,3,3,0,3,3,7,0.24948,0.28871,0,0
1755,5D9677AF,,4,0,4,4,0,4,0,0,0,0,0.017252
1756,6381CF53,,0,1,1,0,1,1,6,0.306701,0.345518,0,0
1757,7FD95911,,1,0,1,1,0,1,0,0,0,0,0.005274
1758,786BC735,,0,1,1,0,1,1,1,1,1,0,0
1759,7FDFFEA5,,0,2,2,0,2,2,3,0.470588,0.5625,0,0
1760,5F999F6B,,1,0,1,1,0,1,0,0,0,0,0.006799
1761,7C571289,,0,1,1,0,1,1,2,0.6,0.666667,0,0
1762,80ADA2EE,,3,1,4,3,1,4,7,0.255102,0.296048,0,0.012631
1763,7A25137D,,0,6,6,0,6,6,6,0.330645,0.388076,0,0
1764,031D863E,,1,0,1,1,0,1,0,0,0,0,0.006522
1765,80E9B110,,0,1,1,0,1,1,6,0.306701,0.345518,0,0
1766,7923913F,,1,1,2,1,1,2,1,1,1,1,0.002777
1767,79630344,,0,2,2,0,2,2,2,0.75,0.833333,0,0
1768,7863DF50,,2,0,2,2,0,2,0,0,0,0,0.006802
1769,814C5BD1,,1,0,1,1,0,1,0,0,0,0,0.002777
1770,7EF099EC,,1,1,2,1,1,2,6,0.306701,0.345518,0,0.002777
1771,8122A0CB,,0,5,5,0,5,5,4,0.457143,0.578125,0,0
1772,5932098B,,2,0,2,2,0,2,0,0,0,0,0.005554
1773,5DD14A4D,,0,1,1,0,1,1,4,0.423077,0.477273,0,0
1774,0202579C,,0,5,5,0,5,5,7,0.268657,0.309656,0,0
1775,58519BEA,,0,1,1,0,1,1,1,1,1,0,0
1776,7FF986B2,,0,1,1,0,1,1,3,0.461538,0.527778,0,0
1777,7D2B698F,,10,0,10,10,0,10,0,0,0,0,0.285399
1778,7DB24AEE,,1,2,3,1,2,3,2,0.625,0.7,5,0.002777
1779,7CEF26BE,,5,2,7,5,2,7,1,1,1,61.333333,0.02386
1780,7D717049,,0,1,1,0,1,1,1,1,1,0,0
1781,7C733D98,,1,2,3,1,2,3,6,0.306122,0.396667,20.910256,0.006187
1782,7C8540FF,,0,1,1,0,1,1,4,0.358491,0.399123,0,0
1783,7A16199F,,0,3,3,0,3,3,2,0.666667,0.75,0,0
1784,7B61E64E,,30,0,30,30,0,30,0,0,0,0,0.214597
1785,7A3D323D,,0,1,1,0,1,1,6,0.306701,0.345518,0,0
1786,7D57AFC1,,1,0,1,1,0,1,0,0,0,0,0.002777
1787,59B894EC,,14,0,14,14,0,14,0,0,0,0,0.086522
1788,7F616818,,0,3,3,0,3,3,3,0.625,0.766667,0,0
1789,7BB2B0CA,,1,0,1,1,0,1,0,0,0,0,0.013429
1790,7F24CF09,,1,2,3,1,2,3,4,0.37037,0.433333,31,0.004025
1791,7596D13E,,1,7,8,1,7,8,5,0.37037,0.468333,15.5,0.002777
1792,7C583D36,,0,1,1,0,1,1,2,0.571429,0.625,0,0
1793,7D66A411,,1,0,1,1,0,1,0,0,0,0,0.002777
1794,761D5749,,0,3,3,0,3,3,6,0.318841,0.410606,0,0
1795,5A9E6B0B,,0,1,1,0,1,1,1,1,1,0,0
1796,5B31896E,,2,0,2,2,0,2,0,0,0,0,0.009854
1797,81733827,,0,1,1,0,1,1,2,0.571429,0.625,0,0
1798,7FF7C5B7,,0,1,1,0,1,1,6,0.306701,0.345518,0,0
1799,7D76129C,,0,1,1,0,1,1,3,0.454545,0.533333,0,0
1800,792F87FA,,0,1,1,0,1,1,6,0.306701,0.345518,0,0
1801,7DE82182,,1,0,1,1,0,1,0,0,0,0,0.039218
1802,7AAD2988,,1,1,2,1,1,2,3,0.4375,0.5,7,0.002777
1803,8000315F,,13,6,19,13,6,19,3,0.56,0.678571,2849.929762,0.238274
1804,7CA4E9E3,,0,5,5,0,5,5,5,0.319149,0.418333,0,0
1805,80FFD162,,0,3,3,0,3,3,5,0.307692,0.422917,0,0
1806,7E49D415,,2,0,2,2,0,2,0,0,0,0,0.006802
1807,5C234340,,1,0,1,1,0,1,0,0,0,0,0.002777
1808,7A8CC0C6,,0,3,3,0,3,3,2,0.8,0.875,0,0
1809,792AB279,,4,1,5,4,1,5,1,1,1,0,0.020026
1810,59D548F3,,0,1,1,0,1,1,1,1,1,0,0
1811,5C53FD11,,0,1,1,0,1,1,3,0.454545,0.533333,0,0
1812,83C7FFB0,,0,3,3,0,3,3,6,0.268657,0.315432,0,0
1813,7EAA90D5,,2,0,2,2,0,2,0,0,0,0,0.00708
1814,7CFD8576,,1,2,3,1,2,3,4,0.346939,0.411765,17,0.002777
1815,7DB1438E,,0,1,1,0,1,1,1,1,1,0,0
1816,7F5C7630,,0,1,1,0,1,1,1,1,1,0,0
1817,7DBC41A0,,0,2,2,0,2,2,8,0.226087,0.288416,0,0
1818,5F33C551,,0,2,2,0,2,2,4,0.454545,0.516667,0,0
1819,77C30D36,,2,1,3,2,1,3,7,0.25523,0.291959,57,0.008051
1820,7D2036F0,,0,5,5,0,5,5,6,0.314286,0.368733,0,0
1821,7AC71C99,,0,6,6,0,6,6,7,0.27051,0.327693,0,0
1822,7DEFC326,,0,2,2,0,2,2,4,0.441176,0.511111,0,0
1823,772CE3A1,,0,1,1,0,1,1,1,1,1,0,0
1824,790D59A8,,0,2,2,0,2,2,1,1,1,0,0
1825,80A5A551,,2,2,4,2,2,4,3,0.5,0.611111,6,0.008051
1826,7E72F11F,,4,0,4,4,0,4,0,0,0,0,0.01513
1827,80DFD741,,0,1,1,0,1,1,7,0.23622,0.257044,0,0
1828,7D5B9E48,,0,8,8,0,8,8,6,0.337912,0.406504,0,0
1829,80705F88,,0,3,3,0,3,3,7,0.269231,0.341205,0,0
1830,756C7BE4,,0,3,3,0,3,3,5,0.322835,0.384146,0,0
1831,772934DC,,0,1,1,0,1,1,2,0.666667,0.75,0,0
1832,7BE70B03,,0,1,1,0,1,1,1,1,1,0,0
1833,7E9BF569,,2,5,7,2,5,7,3,0.514286,0.601852,26,0.00712
1834,78D63EED,,1,0,1,1,0,1,0,0,0,0,0.004025
1835,7D5FC544,,0,1,1,0,1,1,1,1,1,0,0
1836,7E797D48,,0,4,4,0,4,4,7,0.288991,0.36644,0,0
1837,785A26BC,,1,0,1,1,0,1,0,0,0,0,0.002777
1838,7E5CEFD6,,1,1,2,1,1,2,1,1,1,0.5,0.004025
1839,5AA88AFA,,0,1,1,0,1,1,1,1,1,0,0
1840,02238973,,0,1,1,0,1,1,7,0.234875,0.264538,0,0
1841,7D4203A2,,4,3,7,4,3,7,6,0.312849,0.374702,124.30119,0.017904
1842,7E11F6B2,,0,2,2,0,2,2,3,0.5,0.633333,0,0
1843,6ECF89AB,,2,0,2,2,0,2,0,0,0,0,0.055352
1844,5FDAEFCE,,1,0,1,1,0,1,0,0,0,0,0.005274
1845,7DD17B61,,0,1,1,0,1,1,1,1,1,0,0
1846,0857E2D6,,1,0,1,1,0,1,0,0,0,0,0.002777
1847,7B150FE0,,4,1,5,4,1,5,3,0.5,0.555556,4,0.012356
1848,80556956,,3,1,4,3,1,4,2,0.6,0.666667,4.333333,0.010828
1849,06BC4975,,5,1,6,5,1,6,5,0.287234,0.325926,80,0.020999
1850,5EAF2D0B,,0,2,2,0,2,2,1,1,1,0,0
1851,77D811A7,,0,1,1,0,1,1,1,1,1,0,0
1852,80B07EA0,,1,1,2,1,1,2,2,0.666667,0.75,0,0.005551
1853,5B8F608B,,0,1,1,0,1,1,6,0.241611,0.274537,0,0
1854,0BD946B6,,0,1,1,0,1,1,1,1,1,0,0
1855,7FC6E957,,2,2,4,2,2,4,2,0.75,0.833333,2.833333,0.008051
1856,7E67D4AA,,0,5,5,0,5,5,5,0.333333,0.405674,0,0
1857,778AE5B9,,0,1,1,0,1,1,4,0.392857,0.44697,0,0
1858,7EB6D3C3,,0,1,1,0,1,1,1,1,1,0,0
1859,589DEFA2,,0,1,1,0,1,1,1,1,1,0,0
1860,7E6415A2,,5,1,6,5,1,6,1,1,1,9,0.019751
1861,7A5DBB0F,,11,0,11,11,0,11,0,0,0,0,0.03554
1862,5BC24255,,0,1,1,0,1,1,1,1,1,0,0
1863,7FC7DEC5,,0,2,2,0,2,2,2,0.75,0.833333,0,0
1864,799D96C8,,2,3,5,2,3,5,8,0.205479,0.269947,70,0.005554
1865,80960F2E,,2,0,2,2,0,2,0,0,0,0,0.005554
1866,5952FF9B,,3,3,6,3,3,6,8,0.243346,0.312463,40.302413,0.009938
1867,764EC27C,,1,0,1,1,0,1,0,0,0,0,0.002777
