7FAB472E	7A257281 76F8E2F7 7E82D131 77271972
7D890C07	7A25CD47 81692DAC 7F3D3774 58CC719E 7C2225FF 03C92858
7E0DFEC3	7F833784 7A62ED6D
81116F70	83F82BC3 583DD92C
7D5E6894	7C7DFF2D 7C65AE47 5E57C7D1
7D6D84E4	755ADD12 7F36C697 010186DE 59E1BB50 5D6387A2 01212820 5FA1BADC 722A3975 5DFC58D5
5FC21BE7	805ADFA5 5A05E68A 58AB7060 7E34F91A 625CF1D3 6206F646 7B5EAD83 715CACEE 80DF6078
7FC9654E	7E09476E 5CF52331 78375605 5C33B621 26ED1E72 76C1AE3C 83939709 77E01BA3 787AE77F 7DA6A1B1 77B33FB1 113A2FBF 022E62CC 5BB36109 7F182AC7 83DB9BE8 814313F3 7F421DD7 7BCF59C8 7C58F173 7E26C6A0 757ECAC3 7D160685
8082F8EA	79589138 7B6517ED 5B30EC0C 0A7195DA 7BDEE9D0 75DEA367 7EF99B31 7F0B7E71 5A375751 7E3178FF 811011CB
80DFEE3B	80DC5F3C 5CFBEC12 7F1949C6 7B1513A1 7EF9A8B4 750CE3AA 78819E8E 77B66379 8039A770 85962DD0 7E4B1794 77381820 7692E2D8 7934FE03 7F381B24 113A2FBF 80B1541F 788DBB8B 7E8B92EB 7B81090A 7AD593BA 7DC42829
769AD568	79FA13B9 7D59115B 7FCA2CAB 804645A2 05E79898 7512D705 7DD206EC 803CCAB8 5DA089D8 818EF5B8 76A4E3D5 801B4B0E 7E505E3B 7B39A27D 771E4A00 5DE72DB6 7608D6B8 7BBF0D3B 78A699B9 816B0EF3 78611694 81E8FAB3 7E4B4362 814EA709
803033AD	80F83B3F 5EA5622A 80682604 7A63F99C 7E03862C 7A779843 80914ADF 02FD0E12 784E292A 5987C41A 807DF860 790A11F8 7E97D4BB 76568A7B 7E8311BB 7E36EEC4 81768288 7E353D8C
7FE6CC18	7EA3440B 635EEC14 7B6A04E5 63BD41D7 00D29BAF 7F4C88BA 7D2033EA 5EDDFF61 80F7B9B6 7D8F77EE
6CF04201	7A6291C2 7CC87DE8 797C0719 015C5E88 5D040687 78EFA56D 79B144AF 7F612DD6 5CFBEC12 81E8FAB3 7F327EAE 7B2B900F 02E10CB6 771AA622 783F8200 7BEAECBA 7BE24831 7E16F6B5 01A9F7DB 79C1A08D 590F9BA1 75600E25 76358E2A 76C2A682 7593CBDA 5F5EC750 76162456 807629E1 00DD40EE 753D3F55 7273512B 7CF76851 803F378D 7BD24846 7CF59E19 800A3B52 80EF860B 81388D79 7F8A0FD8 004C91DE 0A5B4FD4 79E98A16
80B6439E	5CFBEC12 7692F8D9 8058D480 7E2A52F6 5C96C7AA 7D7DC9F5 7E7950DF 80F16F51 0806CF2F 6F8F5FD6 7A7DF508 6B2C5BA4
7D0FAECD	5C5839A7 7C0D34CA 7D217A14 8118B836 7D0435B9 7E0E11BA 0C3E324E 75455212 7FB77A05
7D16D83E	5D82A439 7AEE4178 5C86B82D 6B00ED98
8136C58F	77A970C7 7E7ABE10 5E962D2A 58B49ACE 0BD2816B 7E528745 5C9793B0 58FFDE3F 7F55CA9E 755EDE04 04431B8A 7596E0AE 26F79A1B 5CFBEC12 59A7D5D1 750B6929
7ECB4F28	7F71F060 70C9D7F7 7EE9B230 7EFB9A68 7CDF20C8 85B61528 79A36DCC 7EE9457E 7E775749
58813F44	7C61FB46 7F5EDA30 80978277 7E65DDE2 81159222 7E4B1794 7590C080 01DFDEB5 7934FE03 7E0960FC 80841DB1 76D83CA8
7E72A2DC	0661A35D 02A56DBE 84141C48 59C6D0A3 7A1C5C5D 072D6627 06806D8C 59C6F8D3 6A13C45E 5BF5C3AE 80F08C09
7D8BCE11	7CA002A7 7E7248C7
80E58C28	61B4DDF9 05490400 6667988A 0A677883 7F299D9F 5F789DEC 10D15A36 59CE52F7 79A5CCE1 80219681 5D311513 7E68642E 7C1407C7 7F543375 79BA7BE4 7A20F035 809BCA1A 7F4E61AB 84E0585B 7F023718 58FA2521
7D2B4D1B	73F3C6F5
7E2DA925	7DD4E93B 7EBF956E 5BEC0C45 78D08C04 7DDA55CB 8149FE18 800A3B52 7E730C55
7F95D6F0	7E0FBC5D 7D8D649A 7DC25F90 7DADA611 770728DA
7FA65FC0	681E58F9 6E6F7333 7D58A558 72C89C63 7F6E9F45 06709AAF
80B5E669	113A2FBF
7D8D2F51	80060D7C 7ECAC42A 5C6C3C12 5F9EE7FF 5A804CD3 7D5429B1 0BD2C208 77DA5745 60257281 7CF119A0 5EDEB321 7346CADE 77B99B96 81E8FAB3 753B2F04 823ACB2E
80EF82C7	806D3A80 7DCDAC82
80EFB901	7DD50CD9 5EC8F33F 78ECB1C2 6FA0C241 7F4457A3 7AFE3A01 6D7FA170 7F5A3094 81E8FAB3 7A065BC1 7DF78FFD 5AD89C9D 7FEC02B9 746A0A9F 7ACC4D2E 7E9D2A43 777F2BE9 77E99AA1 7B0FEE5D 674DB0C5 7F1DE774 5A5D4193 5CEF9E88 779FD5FB 7F0C4F75 77F21ACA 81CCAAC1 7F0D2B49 80E47553 7F3B3679 6F5BB763 7756E23C 801F4D80 753B2F04 7CF33E89 7D1AFA5A 7A9B1FDC 7532D0AE 63DEADF9 803C0B42 76653423
7F9CBDC6	00CB2E1F 7F87581D 61B0DD72 7CC56714 736C10C4 0BF62900 7D56BBE7 7FBE74B4 78FBEF84 7EF5D2D9 6A980CE9
7FBFF780	00FC9206 7EC5C8DA 5EB7E544 79AB2B4E 5E052B8E 79A04F11
8149FE18	81B64691 7F61666E 800A3B52 7D968AAC 7DB3C2B5 8629D156 72CC5C35 79868BA6 7A63F99C 7EBF956E
7CCFF9CD	58FFDE3F
76650A6A	7862F394 7E9A5AD7 77156552 77AD9D8E 7A948B8E 7C1446A9 7B29544D 7B6E657A 7CA9E3F7 8116F7D7 766982CA 7BABACE4 7EE7A02B 78C7AEDB 7556F24B 7A023BB7 7A494D69 7AB3385C 7655D2FF 78F72ECF 7BEA7C3B 7A92CB24 7A6DAAE5 7D7F3A9A 80C2B77F 76C3E0D9 79246E0A 80AC5C44 75FC5B8E 78A79EF3 7CF5407E 7FAE14E7 7B8252C6 7BB3E625 771FF68D 77FD6F3B 814D0363 04747F65 778E2420 78305AB0 79542659 808D8E5A 76801F9D 7AAEA356 800DD077 5FC53E5E 7E056981
7FD7167F	7EFCC688 7DD2ECD2 78F0D590 7F367BAD 7F9843F8 5D296376 7EA9C51B 79444DBA 808AAA83 79F588FF 7FEBFA57 80AD3674 0DBC0887 81252002 7A8C6FCC 630E23A7 7F2F9558 0874A02F
808923B1	7CF76851 7EE0AE0C 727C30D7 7DF33D11
7DE37037	757C5112 786F9236 7059EB90 71D420CD
8178BA33	7F311A0D 7D5EB66F 7BD8C65F 7D32B13A 7F5EDA30 7F99AA8B
8142B451	818EF5B8 5CFBE036 099BC0C0 598EADE1 7D2F53B2 81536A5E 5CFBEC12
7E65DDE2	5BD68E88 5C632529 77A0BFB0 7FDC1743 015D4248 02C9E571 5EAB0790 780B25EF 79C0FF06 80717A5A 7F1949C6 5AFCBDD1 80550E89 773D6AB8 7CCE5B38 7FFAF082 7934FE03 80ED5BD3 7355F2BE 76A30409 72E1B63C 7A2BBC17 5E02A339 8053CA2E 7E8A77B8 7F535104 750CE3AA 795A51BD 7E0960FC 067F54A8 7E0B25F4 77EB68E6 1483517F 7EE26484 7F1ACBF8 5D62A069 80841DB1
77661ED6	756CC059 7D65349F 750F6091 80FD7B45 7DF34A71 802624CB 770B85A7 75B2017D 76EF1379 7F4032D4 738FE001 7A06E74D 75E19294 7DF028EF 76AB8657 77E8D4B3 78606E13 801CC9F4 810D1CB9 0AF35386 75EC8A95 7A05B912 7AD29D41 793A154F 77DF6E3F 7A663761 7983BD84 7B6F0625 7E917043 7DACC68E 7AA4DC1D 796B4849 7CE7BF21 7D3B17D8 7ACD4063 7DB5060E 7A5859E3 7D4D0EB6 786CFE68 7C209E55 7F30E8E3 7B6A39F8 7F970F03 80A45C08 75E64E12 7569213C 7EDEFD4B 773232E6 7F511F3D 7F876B63
80C429B3	078E7F7A 5CB2BDF1 778B1017 7D9D2779 7E84DAD8 611E4019 0C89D6B8 7E0E410C 7FE9BB52 79F854F5 7F04A287 7FCE9247 1100FCE5 79911D2F 5D4A4606 80F3AEB8 80FBEEAF 8113A71A 7D209AC2 7F39931F 01692CA2 03604737 7D8EE16D 686503C1 7F0D398D 8128E1E0 5E0F597C 75B0AFAD 6C27164B 7DF87CA3 79A7F43E 807432F9 7DFB90AD 7D069B4F 7B27FC76 806FEC82 7525817F 75457C18 7F07C297 77462EFE
7F266181	7EC14E79 80D08D31 80307858 5B6CBB0A 60341ED8 7E097145 813E9669 7A4E95EA 7AC5146E 803D0D0B 7A3B1AA5 74593543 04BA4BB1 7BCC3222 7D5DAAAD 7FEA58DE 80A599EB 7273ABB1 7E79896B 7FF6A790 7EA2FEF3 7EDCDA32 80CB4C4D 7B7474CA 79E4C8E8 7DC533D1 7F59B8D4 7E7ABE10
78CDF921	05B193E5
801F0431	7B49FF9F 76DC705D 79FC4219 78883EED
77D75B1D	812719D8 5F691645 7CF74E76 05400595 8053CA2E 5D3354E7 7355F2BE 80AED93B 5A490EED 6EEEE8F3
81735B37	62357948 06A02A91 7D5949CA 7E246B61 6428C27D 5C31E169 779FEE7B 755078ED 8147CBCA 5A2C498A 7F470457 7FCF1AA6 80D50E36 7A5F514A 7D3C521F 7BC8B033 5E5BB1ED 58CD10C3 7A1E55D8 05A50121 5F6478C9 8067385F 5B8DDCCA 7E813F98 58E5AF5E
7D3CAE43	7E9E1B14 7F195050 7606A94F 790853D5
7E6FB79F	7CA04AFA 811029E3 59E41CE4 58FCF6F3 5D057E4C 0B7FC2CC 7E964AC3 6D33DB50 80134D52 5CFBEC12 7E254CE7 7D1E1976 028CD653 7A0A220C 7D6DE041 77877DE5 7F2F9558 7C010EDF 0AA98DE3 7D110D8F 7D3626BC 77BE415B 80421E6A
7A4FB324	7509D2E0 81282341 7804F406 7E592B0F 803D0D0B 7EE0AE0C 7E79896B 7B7474CA 054BF885 812CEAA4 7E7ABE10 7427CF7F 7AC8FA72 75BCB67C 801F4D80 805A0BB5 7CFA5052 7F724BA3
81498361	5CB1C8F8 7B61551E 7B00E71C 7D5A6228 5E1B6FB2
813F6C3C	7525817F 5E1CE943 58FFDE3F 793E8029 5C33B621 7D33EE99
7B733D9A	6E8CC140
8155E9BE	5BF2C5DA 5F874FCF 80A8512A 7D588485 7E8C3A18 0B386DC9 7A1724E3 75096D5F 7F69C9C5 81857E52 5A0837F5 78332970 754EA6BC 7DC2778C 7E930F22 7F303162
808E36BD	7EE9B230 8118B836 7FDD592E 7A279A4E 7D84050A 8003799E 7E775749
7D2B61DD	5B9C9F0A 113A2FBF 7E26C6A0 7A6FFD16 088B7E90 78AB23FE 79BF9791 80843327 80901D04 80714DF6
7F6D72C4	7ED3BC33 5F901371 7819FFCA 7E43B804 5BD59459 6F4E74AC 622B343B 782B5C95 78638C36 7D28B8F8 7C984DFC 7EC8F7DD 5B842FE2 63106020
7DB7AF27	78F08034 7FBC303E 7FF6B106 7F0D966B 7F8B9A3D 727C30D7 7D3B7DE4
7F9BD197	7B81090A 7532D0AE 7D8612FD 7F802D04
7F514528	5BC32549 049E6417 7E42E776 065B4E0F 7A532442 7F22D98E 7FCCC386 808F1781
70139350	7F1A49B0
7FB87366	055EE760 7957AFE5 7D80D2E2 7EBCBB58
7DB6D2AE	81188422
761786D2	78B8CD96 790C0684 7ABC673B 7DE74535 018F8F29 78B38A73 764E0CAE 83DB1AB2 5F80D1E2 804263DF 80DF279D 84F7C851 7B499CA5 7BADE925 75EAC7E8 806D3A80 755594F1 02A0F2CE 5E2F1026 75ABAFC4 08876245 0E1F5A04 7816B794 7EA4295B 7D6AF9BC 0428B701 76A8A219 77142B6C 7C2179A1 7FD8020B 79EB5816 7BCA3FB9 7DCB73C5 77E286FA 77DD3306 80A933EF 7C7937D4 7D008E15 8140B08F 7C4270A2 7E8A3B57 7B21C2FE 5A3799B3 7B1D475C 7C5AF569 76D7E197 7CDBF729 80CF51F9 7BC252BF 809CD115 5ADBD906 0B163777 7B506D3A 7E43D10E 780A5116 7F5DF4A6
7CF6A40A	7DD1820D 0AE5CA6E
7F67BD64	7D7CEE0D 8147CE4C 812444C9 80D708CA 7B4C778B 650AFF15
7E8CFE26	03E459DF 0786D5B6 7BBBCF92 8082EA6B 6D45A1B0 5963B1E9 806C745B 76A24586 7EA6E8A4 7E2C8EF0 03381538 5D9BFE7B 7DA10EDF
7E199604	101ED180 7E53C62C 77DA6158 00B42159 06B79E13 80849328
7EFAA752	5B9C1BF2 80ACE6B5 78F08034
801880D6	5AB50CB5 805C9AC5 8096C0E7 7313A268 5C105E17 05A4C5C2
7F36F9F9	648CC438 7D180626 7D6444FA 7F22D98E 8095988D 801D4648 680DFB33
7FF6C748	04D47846 106D4123 8148CBE9 0904E8E7 7D596A25 814CD270 801CE6F4 78421EFC 79099206 5E938524 25E24B88 7C1CCB95 7F1181A2 7A07F3CE 76737F4C 8183CED6 78D292B9 79E37C0C 7C938499 0425844F 79FB706E 785521D5 808EE738 7AC6CE73 0888A62E 7E6B0D96
800626D4	750BF8EF 7976175F
81029CB0	00A4462E 7FC8A437 0348400B 7F7095F9 7D360774 7EE9B230 7BA42516 7FFF5FD1 7B5FEB41 7FC7767B 7E0E11BA 7F612DD6 7ED9CB5E
7DDAEEAF	73246C9B 04373868 8108634E 07C1E054 80165F55 79149274 789F9850
80B63BA7	7E30BE68 77BE415B 7CECC7B7 81785E87
7F8B30CA	7A88EDDB 76B92A19 71CA65A1 7BB10E95 7C395D05 7DF8142A 7785BA15 7E90AA25 59A9ECC3
7CF2F7C5	7E43A30D 7F1C2084 5D8F2AF0 7DC043D8
7D6D15CE	09A6DCB6 7A25E6E5 791930B1 5B6218D9 5C8F6635 7E35C5B2
0836F595	81162556 800A3B52 58DB3312
7DCA333F	807E5BD1 7AF9D3F6 7B34E46B 8009344A 80C72DF3 8128FCAC 7D393D48 5BCA5EEA
5ED61CB7	801016C7 760587ED 03A15E07 5BD3A1D6 6C6474AF 0AB3F015 597D3C7D
843A90D2	7EBC745E 784E292A 6FD11DD1 7D3F82AF 805DDEB4 7809DD9C 816783B0 705D08E5 80976886 5BD59CF7 751BD4E8 7F0016FA
8081608E	7FD70D15 7E605C36 80DB323C 7F2542CD 21C5AFD2 03E8B740
7EB1D601	809BA9C0 7E4BF58B 7466EACE 75932F21 80130D49
8003C8F6	8096C0E7 7E92D003 816169B6 80E7123F 75280E8A 7D12F90B 7530C4FB 78289833 5F95962E
7D711677	78F3D922 00DE7C66 81153FFF 7E0CC817 7D48818D 7EE4821F 7DC9AA36 8084F069 7FE99F78
7F047BF9	8004E14A 78B5A9DB 754F7550 7EED23C0 7D8321E4 7FF1AC77 78DB91E2 0B2ACB7B 5ECFDCE7 5A78DBE9
7EBE7433	78D9784E 5E8280EC 6385638C 763E1F2D 7FC5CA51 80D05B87 75139DEF 5F1F789E 863688EE 01180317 5CFBEC12 7DD85C5C 7CF89273
7F300644	75F4EEA7 7FB783A2 7D703141 0078AC45
7D7A4DF0	7F17F141 815E78D7
7E79E3D9	73B0E2BF 72128AD5 7DE4133D 6387CF4D 7CFDDF28 6C59E6D5 752936DC 7229759D
75BB4852	779661CF 75DE20F8 761BB403 77461AB1 7A9BA640 76467CA3 7C816E84 797A19FA 7AEFA979 783B7BCE 81728E1F 070C1139 032F2B60 7B5B0776 7F511F3D 7B79FCE5 7B04A33C 02636D85 751F9D68 79FB9FBE 771DF9E1 7825CB5E 78FE1175 773B7E81 7C6D0604 7D82EDDA 765FAFED 75801A2F 7984EF5F 75EE0968 7B8E1062 779A1521 7675D50C 77A7848F 7C4EFCF4 7D7AAFFE 5F2E897E 793C9049 7BCBC37F 7F36BE1E
0A2411CD	8099820F 7D304070 803F3BAC 5DAB9563 7EE0AE52 7C3707F4 81752C28 7EC87407 7C741A00 7FCD8A8E 755918D4 6F347FC4 81400FD5 012B0030 8079BBF0 7D239FF4 74688F07 7BFC9B07 764B5602 80E23C4A 80FB7DF8 7F2D8D4B 08752528
75C33B29	7D54CA73 7D8B583E 7D42E54B 7A98111A 7E260D38 7EBB4B59 066D76F2 7D3FA94E 74AF9A3B 7D228BB4 7DF7BDAA 78BA690A 78CF693A 58DE4111 07FCC5A4 12634DFA 7C35DA4B 7D62903C 7D6779AE 7F21B102 099B7687 7E534EB9 815CF7D4 0B09C29E 8064BE11 825C5785 75B9D8FB 7632D50F 78CD1051 7D729DE0 8136B2B3 7A830CBA 8133CDF0 0A917DC8 81725217 7E7B1C1E 8069C64B 5E116DE1 7D372F98 8118A037 81671F57 05400595 7DCD0B28 7FFAF0C8 751E4233 77C41DA1 8161A171 7CDAE910 76B75B4C
80924923	73C2EE21 1425B5EB 7CFCA497 7D9FF320 804E200C 81655B1A 615E0AE5 7F8C6A0C 80CF90F0 81052849 0335BD63 7C48F9E2 0B3EF8CD 74122762 7F01A33B 80FB315B 80122013 8069D27D 09449A42 7FCBF391 7E7CB97A 02C82BA5 80C59E6A 811CA695 809C4751
7C9C85D8	7F484AE2
80BDF50A	7A504745 7660D372
7E930F22	775D8574 7E05D9D9 7E14C05C 796C00DC 75D26FC0 113A2FBF 5A080D9D 80024E6D 80E68851 04B78541 637976D8 6C3D15C1 81661414 81752C28 0A79BEFA
80226F85	7FF6CE25 7D2A8C29 7AE70556 7E9E513A 80F260CD 7987FE07 80082CC2 7BD54131 7CDCE187 7820792E 7EEC36F7 7ED61077 809411BC 785E06B3 7C98F6D6 7DFE5919 7E275308 7FD397D6 75234EE1 7FD036E9 79005609 7F35228D 7AB37196 80BDB732 8128E870 7575418E 7B4DEB13 77785233 80A66103 7B73560D 7BF71B95 78BEF077 7E4F0153 7FE9ED09
7DD5EA39	7F16CA84 7DE2D08C 7DC6E5B8
80FC20C1	75BCB67C 805A0BB5 80FD9DE9 76336371 7F8B9A3D 7D41D174 7DA01AB4 7E85DB97 7F94378C 76F1786D 7D6BBB28 80A34B67 7AE67A45 8017C203 784BB7B4 7DBA1F06 7E7ABE10 79B0EDF5 7EDFEBB8 7FAFD7D6 5C33B621 7F757CAA 0238F79D 7DCDFB28 7B7474CA 0988DCB8 7F066965 5BA73760 812CEAA4
7DA2D748	0404EE31
817A99F9	765C5F55 7711C960 7D25A553 79D9C934 5E1ED317 7B151B36
801B2830	811D3247 75831EED 09EDA7EA 7F37BA6B 7DA4FE23 7297041B 8118AD5B 7FACF28F 803B9A22 7E351706 7EABD53F 80F2CAF1 7A579676 7B855486
793F1980	790701C3 7ACBEB32 7E787EC1 80314A91 77D21E8B 7AD30751 6EFE787C 7BCAE1B2 7B3781CD
7E1305DE	7B9A5436 7C2E756B 7DF7B732 7EAE0F5E 7D22593B 7E4B0BEC 793BDCFE 7960772C 81349E05
8005E065	7CA002A7
776FDC3D	767A9EED 7E75188E 7F83453B
7D7E7C23	7A34265D
7E23F1FB	7DE69503 5E51A8D7 79EB4D78 75943129 7F155782 5B4E509B 806D8D3A 5A90EAA0 5A3B9D51 802890E9 5BF76D96 790D9660 5F5ECC61 0044771B
7CFA3F0A	7E3CA3E0 06AD1359 0A55E042
7EABFADE	60475FBA 7933C8A4 7F13435A 0B2FB32E 75A7AD1D 7F33174D 5A0D8DC1 00233A77 5D8D79AE 5F5851A1 7F3DCB93 772390A1 7E1E136B 6A13C45E 5DE00DEB 7646488E 046A4B9D 0A74E09E 0B0C001C 08D8A4C0 7615A4E0 5ECC4859 5863C708 7B72854D 7D3C521F 79087C47 7EBB3D4C 72C71F78 779FEE7B 79841371 03F8A7E2 7FA33D3F 7C88EF17 03FD388A 07F3A107 7C409D08
7C0C8CB0	782905D8 7836AC0E 7D9FD791 7900ACCF 795542BB 0746ADAC 7E71E5F8 7E757F6E 7D7C57E8 78D29C07 7B2BBF43 7B91B325 07F0737B 781C09ED 813F8410 770A89BE 7C16BD8D 72F0F83F 8172D904 79910FD0 62EDF012 78BD4174 7A9953EC 7AD3A71C 76E0E1A2 7D6A6F6E 810653C8 79F82384 69B676D5 7512E574 77543575 7DDFE195 4B996A95 7A6FE16B 7A82EDB0 7BFEF83D 7C8743A4 7EE0F87C 7E298265 7FF76E33 7A19E57E 7B45AF21 7F351D23 75FEBA9E 76785E13 79D66C39 7F46A3C0 7791E827 7BEC6E44 7582C25C 751D8A28 7A1E0C11 7A4322A2 78658D61 78736262 7C0C03DD 7CEE77E0 7F1CC144 763915C6 6415CB23 79D62113 7E7AB079 7EB2D783 782D6EA3 7CE7ABCF 7F1B5A90 03D413AE 793215A4 7E559201 6B966F4C 77ECF0EE 80A23160 77B145B2 7D0AD903 7F524D2A 7566E180 75856AB6 76484441 81728E1F 8179F430 754D531C 79CC3D6F 7F1AF6FD
7EFD88CF	5AFCBDD1 5F05E9A2 80841DB1 086FBA54 6599B6AA 77381820
7D4445E7	5DED41E2 7EB3F34A 258668BE 77C5C6A8 800119F4 80608D83 767CE5BB 7ECEEBB6
7C47CFC4	58A86B10 0756E49D 771723E1 7B0EC7B0 7D8176E9 7C160245 0588365D 58554867
801082C5	71599419 7532D0AE 7AECF381 7733D582 815331A3
02C332DC	7BA2C011 7F381B24 5A9EAEF9 7A2AED9E 5B99E10A 7CA89D80 799A96FE
805B69D7	08DBF490 7D8F77EE 5AA7F852 5DB1C3C2 7F3DCB93 6CAD38C6 77595433
776492C4	8157F845 58CD10C3 5B60CE6F 77749FD5 5DDC6054 07C381AD 78C756E5 7A138E4D
7E6443F4	63B9F5E8 82430676 09E44B26 78474FD7 777595A5 5EFE21C6 7EBEAC08 7F3C1025 7F9272E8 7FBD9BED 7E2B4B72 811CF6C8 7E7B2D34 00F96A05 812FE132 8075DE99 7D0C4EEB 814A80D4 7BE94C74 7E081F28 7FBAFE6C 7D938F97 7D4F1409 7F3E94A7 0C27A520 7F3437AC
80E14FD7	7E819534 796AAED6 5AC5BD80 5B9C9F0A 7AA25BFE 7EEB1A32
7F9B3474	58FFDE3F 7E6362B7 09FF833A 7D5C54C8
7F5D4368	7D263328 7CC417D9 0953F09E 75F1CAB0 7FCE9247 816357C7 7E28A004 59CC429B 80B2267F 621C2BFF 5F678689 08A5CFB2 0DB840BE 7D44042C
7C90E626	7E3934F0 7E3EB25B 7C0857F5 7BC32A1E 7E375714 097E2604 081998C9 5ACA8F59 09963A23 7CA002A7
80CEA1A8	7EC1AED2 0348400B 79E4C8E8 054BF885 8599A5E4 7FF2A6C7 7CA002A7 7BAE8CED 7BA42516 5DED41E2 7FE15BD6 801DA1CF 75AEC1E9 7D4F4478 77FC3F81 7FC8A437 7F0BA8CE 7B8304CA 695092BB
7F630A97	745793BC 7B018A2E 068C79BB 583C8B20 06E619D0 7D87DACB 7F13738D 80343DEF 003974F3 5876D1A8 7DE0BDF9 7BB81A21 7FF6A790 7FD01F89 07735F55 7E8C705A 76C44F56 5C36A0D4 7DCB08A1 585EC3BC 7EE37E4E 04952FBD 782D6E54 8016344F 806D3ADE 7692E2D8 7E978D28 807E8A38 7D214AD8 05C2F8F4 80127988
7DC99C96	7E08E3BB 778B2669 7E568639 80159AF1 690730B4 80A7A518 79D04BD6 7D8A4575 7F6FE4AA 809F0B3C 8050064D 8107AE4B 58FFDE3F 8173A61B 01692CA2 80F3E6D9 7F08D467 721F1DA5 7F2B0308 7B37F8DD 7D6D0DAE 803E63A9 01180317 7DCDDF2F 8075DE99 80189942 05CFCF6E 0A55DE15 7CF941A3 7DF8F7DF 7FB8210E 7FE475C5 80AF9BCB 7F32A494 7CA89D80
81724075	7E7ABE10 7EE7CD20 80F993D5
7D89094E	7F617ED0 80FAF102 7F0E9F1C 8173CF64 769D149B 788DBB8B
7D0B5397	768224C0 7634EDA8 5C0ADD1E 7CBA6A1A 779212DB 7A20FD4B 76FC29C4 7B06E398 7FA0BE11 7BF41355 7818A329 7A51292B 792C4F0E 78B93816 7AFA3414 7BD9476A
7BFED2B2	7AD43C9E
7D58E571	77A33C67 7CBA071C 7A55AE29 801A776F 79EF987D 7B46F421 7C09522B 767CE182 78D67A3C 79B4E3FD 7A635043 752F3EAC 16D1E1C7 7655C9C4 7936A2DB 7BA34709 79FE4B5B 80E629D1 7ACF910A 7CB5827A 7CD5F182 811F20D1 758FBE1E 79356AD1 7EC19D1F 7A1A0F0A 84B24008 756E3380 7B7D024E 6D9914D4 767310BB 77FC3F81 80B20244 75E7211B 80F5278B 080ED2D9 779C18A0 7AF8C3DB 77563E9E 7B57FB2E 7ACBBE68 7DD511AB 7B4C7FF3 7E6BDD4C 750F41F3 05B89FB4 5FA1AB5C 7B0556C9 75B715FD 779B7F59 07C6F906
8019403A	5CAC6A8E 7F44C127 7F4A0035 7D72DC8E 7820792E 7FA45AF7
7F2A1B8E	7DDB2000 04AF8AD2 6BC6E53E 7EFEFEE3 7DD1FA57
76F8DAFD	771F01E5 7A5F2929 7D2347A8 79F32880
80565698	07760D17 787A6C6D 73801B28 7E2050F5 7DD08562 7DCD9666 7DBCFBBE 78EF6CAB 5E52C341 80747C7D 02F259B1 772390A1 7909F00F 7C0069BF 7FAFF052 7824F8AD 812EF6F3 8016EE35
7F526F1E	7B2F64A1 811CFBE2 59C80721 79BCC0B1 75C26AB9 7A4959E0 79ACFA3E 7E7C9F6F 79BE4390 81E8FAB3 76BEC627 7F8AFAFC 79790CCC 772A024B 7A4C3A01 7AAB27BF 79E296C4 77656514 79637BB6 7C4BEE71 7AAF768E 77DB29DB 7A2C1D87 7573F5CB 77B41AA7 797A7DBD 75672311 7672AFBE 7FF49CA5 7665C498 0B6E7E46 7555108B 816566BB 0A8B8DD7 76A93972 77615039 7B318ED3 7C76FB71 768E4E5B 7A8E1AFC 7A593E51 7A24EA8A
810253F3	7D869F34 793B735F 7977FEB5
5B902986	77C77E51 7FD8B5F0 8118AD5B 7833B99D 7751C870
80CA7632	7D667506 6F6E2DE6 7F44C127 80F72544 7D4A5908
745D61C2	7CFBE58E 801BD702
7FCA5C60	7E348290 809424DD
805A18BF	81E8FAB3
70378202	5D6F3494 00A3F59D 7AFC905E 77CD2F61 78752C51 04B78541 808EE738 80E68851 75D26FC0 0A79BEFA 6FC5C275 637976D8 5A4C38C4 81661414 7E05D9D9 6C3D15C1 7D4E0DA6 5A080D9D 759F5F4A 7CF9455A 80024E6D 753AF27A
5E709D2A	744F11BA 61B2C04D 7EB5F7BC
8118C5AE	025EB8D2 78DF112F 5A623F0F 7A11E8FB 7E1D6D66 7F5CA41C 7DCE6547 7532D0AE 7D62F078 07E7510F 7DDB16F7 7FBD9BED 808A6976 113A2FBF 7F240FF0 19BDDEA2 79CAB670 7DAB64C4 7EE49C91 7E081F28 812ED47C 7B2A5C92 7EE7EAF7 78B1C20F 7D278424 76AE5ECD 812FE132 7E9E8650 76FDF94E 6B00ED98
7D740F36	757AE1A4 7F1D4C51 7C746FFA 7AAF768E 7BB32EAE 80BB0F3D 5849497C
763AC103	5C1E477C 7FB0F50B 7A290C70 76D2E97F 80790D55
6D425D88	808951AB 044DEF23 113A2FBF 7D299BFA 7E744E50 7EEA1874 7EAFA7BB 7EAEF71B 0B1DC4E3 02C4CB2F 62DD6F0C 6A41A0A7 00F46A6F
7EEE05D3	58D3AFFA 7B5E9B67 7EB2A45C 77ED08E2 7856739B
80F6729D	7FBC303E 765AE6C4
768CE439	7692E2D8 7C7DFF2D 788DBB8B 75910769 7C37FFDB
616D1E6E	10D026EF 7F2542CD 6E22521C 7B2B900F 029E5538 8014AF40
